Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Division
Stina Gardell,F,Sweden,SWE,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,No medal,1
Sven Svennerstl,M,Sweden,SWE,2012,London,Equestrian,"Equestrian Mixed Three-Day Event, Individual",No medal,1
Sven Svennerstl,M,Sweden,SWE,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Three-Day Event, Individual",No medal,1
Sven Svennerstl,M,Sweden,SWE,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Three-Day Event, Team",No medal,1
Tinne Wilhelmsson-silfvn,F,Sweden,SWE,2012,London,Equestrian,"Equestrian Mixed Dressage, Individual",No medal,1
Tinne Wilhelmsson-silfvn,F,Sweden,SWE,2012,London,Equestrian,"Equestrian Mixed Dressage, Team",No medal,1
Tinne Wilhelmsson-silfvn,F,Sweden,SWE,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Dressage, Individual",No medal,1
Tinne Wilhelmsson-silfvn,F,Sweden,SWE,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Dressage, Team",No medal,1
Sibusiso Matsenjwa,M,Swaziland,SWZ,2012,London,Athletics,Athletics Men's 200 metres,No medal,1
Sibusiso Matsenjwa,M,Swaziland,SWZ,2016,Rio de Janeiro,Athletics,Athletics Men's 200 metres,No medal,1
Azad Al-barazi,M,Syria,SYR,2012,London,Swimming,Swimming Men's 100 metres Breaststroke,No medal,1
Azad Al-barazi,M,Syria,SYR,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,No medal,1
Ghfran Al-mouhamad,F,Syria,SYR,2012,London,Athletics,Athletics Women's 400 metres Hurdles,No medal,1
Ghfran Al-mouhamad,F,Syria,SYR,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,No medal,1
Majed Al-din,M,Syria,SYR,2012,London,Athletics,Athletics Men's High Jump,No medal,1
Majed Al-din,M,Syria,SYR,2016,Rio de Janeiro,Athletics,Athletics Men's High Jump,No medal,1
Amini Fonua,M,Tonga,TGA,2012,London,Swimming,Swimming Men's 100 metres Breaststroke,No medal,1
Amini Fonua,M,Tonga,TGA,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,No medal,1
Boonsak Ponsana,M,Thailand,THA,2012,London,Badminton,Badminton Men's Singles,No medal,1
Boonsak Ponsana,M,Thailand,THA,2016,Rio de Janeiro,Badminton,Badminton Men's Singles,No medal,1
Chatuphum Chinnawong,M,Thailand,THA,2012,London,Weightlifting,Weightlifting Men's Middleweight,No medal,1
Chatuphum Chinnawong,M,Thailand,THA,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,No medal,1
Jutatip Maneephan,F,Thailand,THA,2012,London,Cycling,"Cycling Women's Road Race, Individual",No medal,1
Jutatip Maneephan,F,Thailand,THA,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",No medal,1
Keerati Bualong,M,Thailand,THA,2012,London,Sailing,Sailing Men's One Person Dinghy,No medal,1
Keerati Bualong,M,Thailand,THA,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,No medal,1
Nanthana Komwong,F,Thailand,THA,2012,London,Table Tennis,Table Tennis Women's Singles,No medal,1
Nanthana Komwong,F,Thailand,THA,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,No medal,1
Phuttharaksa Nikree,F,Thailand,THA,2012,London,Rowing,Rowing Women's Single Sculls,No medal,1
Phuttharaksa Nikree,F,Thailand,THA,2016,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,No medal,1
Pimsiri Sirikaew,F,Thailand,THA,2012,London,Weightlifting,Weightlifting Women's Lightweight,Silver,1
Pimsiri Sirikaew,F,Thailand,THA,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,Silver,1
Ratchanok Intanon,F,Thailand,THA,2012,London,Badminton,Badminton Women's Singles,No medal,1
Ratchanok Intanon,F,Thailand,THA,2016,Rio de Janeiro,Badminton,Badminton Women's Singles,No medal,1
Sutiya Jiewchaloemmit,F,Thailand,THA,2012,London,Shooting,Shooting Women's Skeet,No medal,1
Sutiya Jiewchaloemmit,F,Thailand,THA,2016,Rio de Janeiro,Shooting,Shooting Women's Skeet,No medal,1
Tanyaporn Prucksakorn,F,Thailand,THA,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,1
Tanyaporn Prucksakorn,F,Thailand,THA,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal,1
Tanyaporn Prucksakorn,F,Thailand,THA,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,1
Tanyaporn Prucksakorn,F,Thailand,THA,2016,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal,1
Witthaya Thamwong,M,Thailand,THA,2012,London,Archery,Archery Men's Individual,No medal,1
Witthaya Thamwong,M,Thailand,THA,2016,Rio de Janeiro,Archery,Archery Men's Individual,No medal,1
Dilshod Nazarov,M,Tajikistan,TJK,2012,London,Athletics,Athletics Men's Hammer Throw,No medal,1
Dilshod Nazarov,M,Tajikistan,TJK,2016,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,Gold,1
Daniar Ismailow,M,Turkmenistan,TKM,2012,London,Weightlifting,Weightlifting Men's Lightweight,No medal,1
Adzo Kpossi,F,Togo,TOG,2012,London,Swimming,Swimming Women's 50 metres Freestyle,No medal,1
Adzo Kpossi,F,Togo,TOG,2016,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,No medal,1
Chang Hao,M,Chinese Taipei,TPE,2012,London,Sailing,Sailing Men's Windsurfer,No medal,1
Chang Hao,M,Chinese Taipei,TPE,2016,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,No medal,1
Chen Chieh,M,Chinese Taipei,TPE,2012,London,Athletics,Athletics Men's 400 metres Hurdles,No medal,1
Chen Chieh,M,Chinese Taipei,TPE,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,No medal,1
Chen Shih-chieh,M,Chinese Taipei,TPE,2012,London,Weightlifting,Weightlifting Men's Super-Heavyweight,No medal,1
Chen Shih-chieh,M,Chinese Taipei,TPE,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Super-Heavyweight,No medal,1
Chen Szu-yu,F,Chinese Taipei,TPE,2012,London,Table Tennis,Table Tennis Women's Singles,No medal,1
Chen Szu-yu,F,Chinese Taipei,TPE,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,No medal,1
Chuang Chih-yuan,M,Chinese Taipei,TPE,2012,London,Table Tennis,Table Tennis Men's Singles,No medal,1
Chuang Chih-yuan,M,Chinese Taipei,TPE,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,No medal,1
Hsiao Mei-yu,F,Chinese Taipei,TPE,2012,London,Cycling,Cycling Women's Omnium,No medal,1
Hsiao Mei-yu,F,Chinese Taipei,TPE,2016,Rio de Janeiro,Cycling,Cycling Women's Omnium,No medal,1
Hsu Shu-ching,F,Chinese Taipei,TPE,2012,London,Weightlifting,Weightlifting Women's Featherweight,Silver,1
Hsu Shu-ching,F,Chinese Taipei,TPE,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight,Gold,1
Kuo Hsing-chun,F,Chinese Taipei,TPE,2012,London,Weightlifting,Weightlifting Women's Lightweight,No medal,1
Kuo Hsing-chun,F,Chinese Taipei,TPE,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,Bronze,1
Le Chien-ying,F,Chinese Taipei,TPE,2012,London,Archery,Archery Women's Individual,No medal,1
Le Chien-ying,F,Chinese Taipei,TPE,2012,London,Archery,Archery Women's Team,No medal,1
Le Chien-ying,F,Chinese Taipei,TPE,2016,Rio de Janeiro,Archery,Archery Women's Team,Bronze,1
Le Chien-ying,F,Chinese Taipei,TPE,2016,Rio de Janeiro,Archery,Archery Women's Individual,No medal,1
Lee Sheng-mu,M,Chinese Taipei,TPE,2012,London,Badminton,Badminton Men's Doubles,No medal,1
Lee Sheng-mu,M,Chinese Taipei,TPE,2016,Rio de Janeiro,Badminton,Badminton Men's Doubles,No medal,1
Lin Yi-chun,F,Chinese Taipei,TPE,2012,London,Shooting,Shooting Women's Trap,No medal,1
Lin Yi-chun,F,Chinese Taipei,TPE,2016,Rio de Janeiro,Shooting,Shooting Women's Trap,No medal,1
Lu Yen-hsun,M,Chinese Taipei,TPE,2012,London,Tennis,Tennis Men's Singles,No medal,1
Lu Yen-hsun,M,Chinese Taipei,TPE,2016,Rio de Janeiro,Tennis,Tennis Men's Singles,No medal,1
Tai Tzu-ying,F,Chinese Taipei,TPE,2012,London,Badminton,Badminton Women's Singles,No medal,1
Tai Tzu-ying,F,Chinese Taipei,TPE,2016,Rio de Janeiro,Badminton,Badminton Women's Singles,No medal,1
Tan Ya-ting,F,Chinese Taipei,TPE,2012,London,Archery,Archery Women's Individual,No medal,1
Tan Ya-ting,F,Chinese Taipei,TPE,2012,London,Archery,Archery Women's Team,No medal,1
Tan Ya-ting,F,Chinese Taipei,TPE,2016,Rio de Janeiro,Archery,Archery Women's Team,Bronze,1
Tan Ya-ting,F,Chinese Taipei,TPE,2016,Rio de Janeiro,Archery,Archery Women's Individual,No medal,1
Yu Ai-wen,F,Chinese Taipei,TPE,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,1
Yu Ai-wen,F,Chinese Taipei,TPE,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,1
Andrew Lewis,M,Trinidad and Tobago,TTO,2012,London,Sailing,Sailing Men's One Person Dinghy,No medal,1
Andrew Lewis,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,No medal,1
Cleopatra Borel-brown,F,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Women's Shot Put,No medal,1
Cleopatra Borel-brown,F,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Women's Shot Put,No medal,1
Deon Lendore,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 400 metres,No medal,1
Deon Lendore,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres,No medal,1
George Bovell,M,Trinidad and Tobago,TTO,2012,London,Swimming,Swimming Men's 50 metres Freestyle,No medal,1
George Bovell,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,No medal,1
Janeil Bellille,F,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Women's 400 metres Hurdles,No medal,1
Janeil Bellille,F,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,No medal,1
Jehue Gordon,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 400 metres Hurdles,No medal,1
Jehue Gordon,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,No medal,1
Kelly-Ann Baptiste,F,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Women's 100 metres,No medal,1
Kelly-Ann Baptiste,F,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal,1
Keshorn Walcott,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's Javelin Throw,Gold,1
Keshorn Walcott,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,Bronze,1
Keston Bledman,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 100 metres,No medal,1
Keston Bledman,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal,1
Lalonde Gordon,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 400 metres,Bronze,1
Lalonde Gordon,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres,No medal,1
Michelle-Lee Ahye,F,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Women's 100 metres,No medal,1
Michelle-Lee Ahye,F,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal,1
Mikel Thomas,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 110 metres Hurdles,No medal,1
Mikel Thomas,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,No medal,1
Njisane Phillip,M,Trinidad and Tobago,TTO,2012,London,Cycling,Cycling Men's Sprint,No medal,1
Njisane Phillip,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Cycling,Cycling Men's Sprint,No medal,1
Richard Thompson,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 100 metres,No medal,1
Richard Thompson,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal,1
Rondell Sorillo,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 100 metres,No medal,1
Rondell Sorillo,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 200 metres,No medal,1
Rondell Sorillo,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal,1
Rondell Sorillo,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Men's 200 metres,No medal,1
Semoy Hackett,F,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Women's 100 metres,No medal,1
Semoy Hackett,F,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Women's 200 metres,No medal,1
Semoy Hackett,F,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal,1
Semoy Hackett,F,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Women's 200 metres,No medal,1
Afef Ismail,F,Tunisia,TUN,2012,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",No medal,1
Afef Ismail,F,Tunisia,TUN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",No medal,1
Ahmed Al-mathlouthi,M,Tunisia,TUN,2012,London,Swimming,Swimming Men's 200 metres Freestyle,No medal,1
Ahmed Al-mathlouthi,M,Tunisia,TUN,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,No medal,1
Amor Yahia,M,Tunisia,TUN,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal,1
Amor Yahia,M,Tunisia,TUN,2016,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal,1
Azza Besbes,F,Tunisia,TUN,2012,London,Fencing,"Fencing Women's Sabre, Individual",No medal,1
Azza Besbes,F,Tunisia,TUN,2016,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",No medal,1
Faicel Jaballah,M,Tunisia,TUN,2012,London,Judo,Judo Men's Heavyweight,No medal,1
Faicel Jaballah,M,Tunisia,TUN,2016,Rio de Janeiro,Judo,Judo Men's Heavyweight,No medal,1
Habiba Al-ghribi-boudra,F,Tunisia,TUN,2012,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",Silver,1
Habiba Al-ghribi-boudra,F,Tunisia,TUN,2016,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",No medal,1
Hassanine Al-sbai,M,Tunisia,TUN,2012,London,Athletics,Athletics Men's 20 kilometres Walk,No medal,1
Hassanine Al-sbai,M,Tunisia,TUN,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,No medal,1
Houda Miled,F,Tunisia,TUN,2012,London,Judo,Judo Women's Middleweight,No medal,1
Houda Miled,F,Tunisia,TUN,2016,Rio de Janeiro,Judo,Judo Women's Middleweight,No medal,1
Ins Boubakri,F,Tunisia,TUN,2012,London,Fencing,"Fencing Women's Foil, Individual",No medal,1
Ins Boubakri,F,Tunisia,TUN,2016,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Bronze,1
Khaled Houcine,M,Tunisia,TUN,2012,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",No medal,1
Khaled Houcine,M,Tunisia,TUN,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",No medal,1
Malek Al-jaziri,M,Tunisia,TUN,2012,London,Tennis,Tennis Men's Singles,No medal,1
Malek Al-jaziri,M,Tunisia,TUN,2016,Rio de Janeiro,Tennis,Tennis Men's Singles,No medal,1
Marwa Al-amri,F,Tunisia,TUN,2012,London,Wrestling,"Wrestling Women's Lightweight, Freestyle",No medal,1
Marwa Al-amri,F,Tunisia,TUN,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze,1
Mohamed Mrabet,M,Tunisia,TUN,2012,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,1
Mohamed Mrabet,M,Tunisia,TUN,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,1
Nihel Rouhou,F,Tunisia,TUN,2012,London,Judo,Judo Women's Heavyweight,No medal,1
Nihel Rouhou,F,Tunisia,TUN,2016,Rio de Janeiro,Judo,Judo Women's Heavyweight,No medal,1
Ons Jabeur,F,Tunisia,TUN,2012,London,Tennis,Tennis Women's Singles,No medal,1
Ons Jabeur,F,Tunisia,TUN,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,No medal,1
Oussama Mellouli,M,Tunisia,TUN,2012,London,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,1
Oussama Mellouli,M,Tunisia,TUN,2012,London,Swimming,Swimming Men's 10 kilometres Open Water,Gold,1
Oussama Mellouli,M,Tunisia,TUN,2016,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal,1
Oussama Mellouli,M,Tunisia,TUN,2016,Rio de Janeiro,Swimming,Swimming Men's 10 kilometres Open Water,No medal,1
Sarra Besbes,F,Tunisia,TUN,2012,London,Fencing,"Fencing Women's epee, Individual",No medal,1
Sarra Besbes,F,Tunisia,TUN,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",No medal,1
Wissem Hosni,M,Tunisia,TUN,2012,London,Athletics,Athletics Men's Marathon,No medal,1
Wissem Hosni,M,Tunisia,TUN,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,No medal,1
Youssef Akrout,M,Tunisia,TUN,2012,London,Sailing,Sailing Men's One Person Dinghy,No medal,1
Youssef Akrout,M,Tunisia,TUN,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,No medal,1
Zied Ouagram,M,Tunisia,TUN,2012,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal,1
Alican Kaynar,M,Turkey,TUR,2012,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,No medal,1
Alican Kaynar,M,Turkey,TUR,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Heavyweight Dinghy,No medal,1
Ate Nar,M,Turkey,TUR,2012,London,Sailing,Sailing Men's Two Person Dinghy,No medal,1
Ate Nar,M,Turkey,TUR,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,No medal,1
Bekir Karayel,M,Turkey,TUR,2012,London,Athletics,Athletics Men's Marathon,No medal,1
Bekir Karayel,M,Turkey,TUR,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,No medal,1
Bekir Zl,M,Turkey,TUR,2016,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,No medal,1
Cenk Ldem,M,Turkey,TUR,2012,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",No medal,1
Cenk Ldem,M,Turkey,TUR,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,1
Daniar Ismailow,M,Turkey,TUR,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Lightweight,Silver,1
Deniz Nar,M,Turkey,TUR,2012,London,Sailing,Sailing Men's Two Person Dinghy,No medal,1
Deniz Nar,M,Turkey,TUR,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,No medal,1
Ekaterina Avramova,F,Turkey,TUR,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,No medal,1
Eref Apak,M,Turkey,TUR,2012,London,Athletics,Athletics Men's Hammer Throw,No medal,1
Eref Apak,M,Turkey,TUR,2016,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,No medal,1
Karin (mey-),F,Turkey,TUR,2012,London,Athletics,Athletics Women's Long Jump,No medal,1
Karin (mey-),F,Turkey,TUR,2016,Rio de Janeiro,Athletics,Athletics Women's Long Jump,No medal,1
Kvlcm Salman,F,Turkey,TUR,2012,London,Athletics,Athletics Women's Hammer Throw,No medal,1
Kvlcm Salman,F,Turkey,TUR,2016,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,No medal,1
Melek Hu,F,Turkey,TUR,2012,London,Table Tennis,Table Tennis Women's Singles,No medal,1
Melek Hu,F,Turkey,TUR,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,No medal,1
Nazl Dnerta,F,Turkey,TUR,2012,London,Sailing,Sailing Women's One Person Dinghy,No medal,1
Nazl Dnerta,F,Turkey,TUR,2016,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,No medal,1
Nur Tatar,F,Turkey,TUR,2012,London,Taekwondo,Taekwondo Women's Welterweight,Silver,1
Nur Tatar,F,Turkey,TUR,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,Bronze,1
Polat Arkan,M,Turkey,TUR,2012,London,Athletics,"Athletics Men's 10,000 metres",No medal,1
Polat Arkan,M,Turkey,TUR,2016,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",No medal,1
Rza Kayaalp,M,Turkey,TUR,2012,London,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze,1
Rza Kayaalp,M,Turkey,TUR,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,1
Seluk Ebi,M,Turkey,TUR,2012,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal,1
Seluk Ebi,M,Turkey,TUR,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal,1
Seluk Eker,M,Turkey,TUR,2012,London,Boxing,Boxing Men's Flyweight,No medal,1
Seluk Eker,M,Turkey,TUR,2016,Rio de Janeiro,Boxing,Boxing Men's Flyweight,No medal,1
Servet Tazegl,M,Turkey,TUR,2012,London,Taekwondo,Taekwondo Men's Featherweight,Gold,1
Servet Tazegl,M,Turkey,TUR,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,No medal,1
Sultan Haydar,F,Turkey,TUR,2012,London,Athletics,Athletics Women's Marathon,No medal,1
Sultan Haydar,F,Turkey,TUR,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,1
Taha Akgl,M,Turkey,TUR,2012,London,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",No medal,1
Taha Akgl,M,Turkey,TUR,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,1
Tark Akda,M,Turkey,TUR,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal,1
Tark Akda,M,Turkey,TUR,2016,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal,1
Tue Ahutolu,F,Turkey,TUR,2012,London,Athletics,Athletics Women's Hammer Throw,No medal,1
Tue Ahutolu,F,Turkey,TUR,2016,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,No medal,1
Yusuf Dike,M,Turkey,TUR,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal,1
Yusuf Dike,M,Turkey,TUR,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal,1
Yusuf Dike,M,Turkey,TUR,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal,1
Yusuf Dike,M,Turkey,TUR,2016,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal,1
eref Osmanolu,M,Turkey,TUR,2016,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,No medal,1
lham Zbilen,M,Turkey,TUR,2012,London,Athletics,"Athletics Men's 1,500 metres",No medal,1
lham Zbilen,M,Turkey,TUR,2016,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",No medal,1
smail Kele,M,Turkey,TUR,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal,1
smail Kele,M,Turkey,TUR,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal,1
smail Kele,M,Turkey,TUR,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal,1
