Name,Sport,Event,NOC,Year,Medal,Division
Vyacheslav Grigoryev,Fencing,"Fencing Men's Foil, Team",EUN,1992,No medal,5
Vyacheslav Kutuzin,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",EUN,1992,No medal,4
Vyacheslav Lykho,Athletics,Athletics Men's Shot Put,EUN,1992,Bronze,1
Vyninka Arlow,Diving,Diving Women's Platform,AUS,1992,No medal,1
Wael Mostafa,Hockey,Hockey Men's Hockey,EGY,1992,No medal,16
Wagner Castropil,Judo,Judo Men's Middleweight,BRA,1992,No medal,1
Wahid Sulistianto,Judo,Judo Men's Lightweight,INA,1992,No medal,1
Waldemar Fibigr,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",TCH,1992,No medal,2
Waldemar Legie,Judo,Judo Men's Middleweight,POL,1992,Gold,1
Waldemar Malak,Weightlifting,Weightlifting Men's Heavyweight I,POL,1992,Bronze,1
Waleed Al-bekheet,Athletics,Athletics Men's Hammer Throw,KUW,1992,No medal,1
Waleed Ibrahim,Football,Football Men's Football,QAT,1992,No medal,17
Waleed Maayof,Football,Football Men's Football,QAT,1992,No medal,17
Wallace Masur,Tennis,Tennis Men's Singles,AUS,1992,No medal,1
Walter Arena,Athletics,Athletics Men's 20 kilometres Walk,ITA,1992,No medal,1
Walter Bottega,Rowing,Rowing Men's Coxed Eights,ITA,1992,No medal,9
Walter Kaiser,Rowing,Rowing Men's Quadruple Sculls,AUT,1992,No medal,4
Walter Nathan,Table Tennis,Table Tennis Men's Doubles,PER,1992,No medal,2
Walter Torres,Fencing,"Fencing Men's Foil, Individual",PHI,1992,No medal,1
Walther Kaiser,Judo,Judo Men's Half-Lightweight,LIE,1992,No medal,1
Wanda (-gonzlez),Athletics,Athletics Women's Marathon,POL,1992,No medal,1
Wanderley Magalhes,Cycling,"Cycling Men's Road Race, Individual",BRA,1992,No medal,1
Wang Chunguang,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",CHN,1992,No medal,1
Wang Fang,Basketball,Basketball Women's Basketball,CHN,1992,Silver,11
Wang Haibin,Fencing,"Fencing Men's Foil, Individual",CHN,1992,No medal,1
Wang Haibin,Fencing,"Fencing Men's Foil, Team",CHN,1992,No medal,5
Wang Hong,Archery,Archery Women's Individual,CHN,1992,No medal,1
Wang Hong,Archery,Archery Women's Team,CHN,1992,Silver,3
Wang Huei-chen,Athletics,Athletics Women's 100 metres,TPE,1992,No medal,1
Wang Huei-chen,Athletics,Athletics Women's 200 metres,TPE,1992,No medal,1
Wang Huifeng,Fencing,"Fencing Women's Foil, Individual",CHN,1992,Silver,1
Wang Huifeng,Fencing,"Fencing Women's Foil, Team",CHN,1992,No medal,5
Wang Jing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",CHN,1992,No medal,4
Wang Kuang-shih,Baseball,Baseball Men's Baseball,TPE,1992,Silver,1
Wang Lihong,Fencing,"Fencing Men's Foil, Individual",CHN,1992,No medal,1
Wang Lihong,Fencing,"Fencing Men's Foil, Team",CHN,1992,No medal,5
Wang Lina,Shooting,"Shooting Women's Air Pistol, 10 metres",CHN,1992,No medal,1
Wang Lina,Shooting,"Shooting Women's Sporting Pistol, 25 metres",CHN,1992,No medal,1
Wang Nan,Judo,Judo Men's Middleweight,CHN,1992,No medal,1
Wang Shusen,Cycling,Cycling Men's 100 kilometres Team Time Trial,CHN,1992,No medal,4
Wang Shusen,Cycling,"Cycling Men's Road Race, Individual",CHN,1992,No medal,1
Wang Tao,Table Tennis,Table Tennis Men's Doubles,CHN,1992,Gold,2
Wang Tao,Table Tennis,Table Tennis Men's Singles,CHN,1992,No medal,1
Wang Xiaohong,Swimming,Swimming Women's 100 metres Butterfly,CHN,1992,No medal,1
Wang Xiaohong,Swimming,Swimming Women's 200 metres Butterfly,CHN,1992,Silver,1
Wang Xiaojie,Synchronized Swimming,Synchronized Swimming Women's Duet,CHN,1992,No medal,2
Wang Xiaojie,Synchronized Swimming,Synchronized Swimming Women's Solo,CHN,1992,No medal,1
Wang Xiaozhu,Archery,Archery Women's Individual,CHN,1992,No medal,1
Wang Xiaozhu,Archery,Archery Women's Team,CHN,1992,Silver,3
Wang Xiuting,Athletics,"Athletics Women's 10,000 metres",CHN,1992,No medal,1
Wang Yan,Cycling,Cycling Women's Sprint,CHN,1992,No medal,1
Wang Yi,Volleyball,Volleyball Women's Volleyball,CHN,1992,No medal,12
Wang Yifu,Shooting,"Shooting Men's Air Pistol, 10 metres",CHN,1992,Gold,1
Wang Yifu,Shooting,"Shooting Men's Free Pistol, 50 metres",CHN,1992,Silver,1
Wang Yong,Weightlifting,Weightlifting Men's Lightweight,CHN,1992,No medal,1
Wang Zhidan,Basketball,Basketball Men's Basketball,CHN,1992,No medal,12
Wang Zhonghua,Shooting,Shooting Mixed Skeet,CHN,1992,No medal,1
Warren Birmingham,Hockey,Hockey Men's Hockey,AUS,1992,Silver,16
Wasesa Sabuni,Boxing,Boxing Men's Featherweight,SWE,1992,No medal,1
Wasim Feroz,Hockey,Hockey Men's Hockey,PAK,1992,Bronze,16
Wayne Burgess,Cycling,"Cycling Men's Road Race, Individual",RSA,1992,No medal,1
Wayne Diplock,Rowing,Rowing Men's Coxed Eights,AUS,1992,No medal,9
Wayne Ferreira,Tennis,Tennis Men's Doubles,RSA,1992,Silver,2
Wayne Ferreira,Tennis,Tennis Men's Singles,RSA,1992,No medal,1
Wayne Mccullough,Boxing,Boxing Men's Bantamweight,IRL,1992,Silver,1
Wayne Sorensen,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",CAN,1992,No medal,2
Wei Qingkun,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",CHN,1992,No medal,1
Wei Yeo,Swimming,Swimming Women's 100 metres Butterfly,SGP,1992,No medal,1
Wei Yeo,Swimming,Swimming Women's 100 metres Freestyle,SGP,1992,No medal,1
Wei Yeo,Swimming,Swimming Women's 200 metres Freestyle,SGP,1992,No medal,1
Wei Yeo,Swimming,Swimming Women's 200 metres Individual Medley,SGP,1992,No medal,1
Wei Yeo,Swimming,Swimming Women's 400 metres Freestyle,SGP,1992,No medal,1
Wei Yeo,Swimming,Swimming Women's 50 metres Freestyle,SGP,1992,No medal,1
Wen Yanfang,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",CHN,1992,No medal,4
Wendell Lawrence,Athletics,Athletics Men's Triple Jump,BAH,1992,No medal,1
Wendy (-martin),Gymnastics,Gymnastics Women's Balance Beam,USA,1992,No medal,1
Wendy (-martin),Gymnastics,Gymnastics Women's Floor Exercise,USA,1992,No medal,1
Wendy (-martin),Gymnastics,Gymnastics Women's Horse Vault,USA,1992,No medal,1
Wendy (-martin),Gymnastics,Gymnastics Women's Individual All-Around,USA,1992,No medal,1
Wendy (-martin),Gymnastics,Gymnastics Women's Team All-Around,USA,1992,Bronze,6
Wendy (-martin),Gymnastics,Gymnastics Women's Uneven Bars,USA,1992,No medal,1
Wendy Fraser,Hockey,Hockey Women's Hockey,GBR,1992,Bronze,16
Weng Yu-yi,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",TPE,1992,No medal,1
Weng Yu-yi,Cycling,Cycling Men's Points Race,TPE,1992,No medal,1
Weng Yu-yi,Cycling,"Cycling Men's Road Race, Individual",TPE,1992,No medal,1
Werner Gnthr,Athletics,Athletics Men's Shot Put,SUI,1992,No medal,1
Werner Reiterer,Athletics,Athletics Men's Discus Throw,AUS,1992,No medal,1
Wesley Barnett,Weightlifting,Weightlifting Men's Heavyweight I,USA,1992,No medal,1
Whaddon Niewoudt,Athletics,"Athletics Men's 3,000 metres Steeplechase",RSA,1992,No medal,1
Wi Bok-sun,Table Tennis,Table Tennis Women's Doubles,PRK,1992,No medal,2
Wi Yeo,Swimming,Swimming Men's 100 metres Freestyle,SGP,1992,No medal,1
Wi Yeo,Swimming,Swimming Men's 200 metres Freestyle,SGP,1992,No medal,1
Wi Yeo,Swimming,Swimming Men's 400 metres Freestyle,SGP,1992,No medal,1
Wi Yeo,Swimming,Swimming Men's 50 metres Freestyle,SGP,1992,No medal,1
Wiesaw Bach,Judo,Judo Men's Lightweight,POL,1992,No medal,1
Wiesaw Mayszko,Boxing,Boxing Men's Welterweight,POL,1992,No medal,1
Wiesaw Perszke,Athletics,Athletics Men's Marathon,POL,1992,No medal,1
Wietske Ruiter,Hockey,Hockey Women's Hockey,NED,1992,No medal,16
Wil Yamamoto,Cycling,Cycling Men's 100 kilometres Team Time Trial,GUM,1992,No medal,4
Wilber Amita,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",CUB,1992,Bronze,1
Wilfredo Len,Baseball,Baseball Men's Baseball,PUR,1992,No medal,1
Wilfrid Forgues,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",FRA,1992,Bronze,2
Wilhelm Fischer,Boxing,Boxing Men's Super-Heavyweight,GER,1992,No medal,1
Wilhelm Melliger,Equestrian,"Equestrian Mixed Jumping, Individual",SUI,1992,No medal,1
Wilhelm Melliger,Equestrian,"Equestrian Mixed Jumping, Team",SUI,1992,No medal,3
Willem Belleghem,Rowing,Rowing Men's Quadruple Sculls,BEL,1992,No medal,4
Willem Potma,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NED,1992,No medal,1
Willem Riet,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",RSA,1992,No medal,2
Willem Riet,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",RSA,1992,No medal,1
William Adams,Baseball,Baseball Men's Baseball,USA,1992,No medal,1
William Burden,Rowing,Rowing Men's Coxless Fours,USA,1992,Silver,4
William Coventry,Rowing,Rowing Men's Coxed Fours,NZL,1992,No medal,5
William Cusack,Judo,Judo Men's Lightweight,GBR,1992,No medal,1
William Daz,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",CUB,1992,No medal,1
William Dijck,Athletics,"Athletics Men's 3,000 metres Steeplechase",BEL,1992,No medal,1
William Gosbee,Fencing,"Fencing Men's Foil, Individual",GBR,1992,No medal,1
William Gosbee,Fencing,"Fencing Men's Foil, Team",GBR,1992,No medal,4
William Hayes,Diving,Diving Men's Platform,CAN,1992,No medal,1
William Hodder,Sailing,Sailing Mixed Three Person Keelboat,AUS,1992,No medal,3
William Holowesko,Sailing,Sailing Mixed Two Person Keelboat,BAH,1992,No medal,1
William Iii,Swimming,Swimming Men's 200 metres Backstroke,USA,1992,No medal,1
William Irwin,Boxing,Boxing Men's Lightweight,CAN,1992,No medal,1
William Knight,Volleyball,Volleyball Men's Volleyball,CAN,1992,No medal,12
William Koech,Athletics,"Athletics Men's 10,000 metres",KEN,1992,No medal,1
William Meek,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",USA,1992,No medal,1
William Motti,Athletics,Athletics Men's Decathlon,FRA,1992,No medal,1
William Tanui,Athletics,Athletics Men's 800 metres,KEN,1992,Gold,1
William Tyson,Sailing,Sailing Men's Windsurfer,RSA,1992,No medal,1
William Villavicencio,Athletics,Athletics Men's Marathon,NCA,1992,No medal,1
William Wallace,Baseball,Baseball Men's Baseball,USA,1992,No medal,1
Willis Garca,Judo,Judo Men's Extra-Lightweight,VEN,1992,No medal,1
Willy Kalombo,Athletics,Athletics Men's Marathon,COD,1992,No medal,1
Willy Sneyers,Equestrian,"Equestrian Mixed Three-Day Event, Individual",BEL,1992,No medal,3
Willy Sneyers,Equestrian,"Equestrian Mixed Three-Day Event, Team",BEL,1992,No medal,3
Wilson Minucci,Basketball,Basketball Men's Basketball,BRA,1992,No medal,12
Wilson Scheidemantel,Shooting,"Shooting Men's Air Pistol, 10 metres",BRA,1992,No medal,1
Wilson Scheidemantel,Shooting,"Shooting Men's Free Pistol, 50 metres",BRA,1992,No medal,1
Wim Omloop,Cycling,"Cycling Men's Road Race, Individual",BEL,1992,No medal,1
Winthrop Graham,Athletics,Athletics Men's 400 metres Hurdles,JAM,1992,Silver,1
Wioletta (-sosnowska),Badminton,Badminton Women's Doubles,POL,1992,No medal,2
Wioletta (-sosnowska),Badminton,Badminton Women's Singles,POL,1992,No medal,1
Witold Gadomski,Fencing,"Fencing Men's epee, Individual",POL,1992,No medal,1
Witold Gadomski,Fencing,"Fencing Men's epee, Team",POL,1992,No medal,5
Wladimir Reznitschenko,Fencing,"Fencing Men's epee, Team",GER,1992,Gold,5
Wodzimierz Chlebosz,Weightlifting,Weightlifting Men's Middleweight,POL,1992,No medal,1
Wodzimierz Zawadzki J.,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",POL,1992,No medal,1
Wojciech Bartnik,Boxing,Boxing Men's Light-Heavyweight,POL,1992,Bronze,1
Wojciech Jankowski,Rowing,Rowing Men's Coxed Fours,POL,1992,Bronze,5
Wojciech Kowalczyk,Football,Football Men's Football,POL,1992,Silver,16
Wojciech Kurpiewski,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",POL,1992,Silver,2
Wojciech Kurpiewski,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",POL,1992,No medal,4
Wojciech Pawak,Cycling,Cycling Men's Points Race,POL,1992,No medal,1
Wolf-Hendrik Beyer,Athletics,Athletics Men's High Jump,GER,1992,No medal,1
Wolfgang Hunger,Sailing,Sailing Men's Two Person Dinghy,GER,1992,No medal,1
Wolfgang Schwenke,Handball,Handball Men's Handball,GER,1992,No medal,16
Wolfram Jr.,Shooting,"Shooting Men's Air Rifle, 10 metres",AUT,1992,No medal,1
Wolfram Jr.,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",AUT,1992,No medal,1
Wolfram Jr.,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",AUT,1992,No medal,2
Wolfram Sr.,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",AUT,1992,No medal,1
Won Chang-yong,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",KOR,1992,No medal,4
"Wong ""james""",Fencing,"Fencing Men's Foil, Individual",SGP,1992,No medal,1
"Wong ""james""",Fencing,"Fencing Men's epee, Individual",SGP,1992,No medal,1
Wong Fan,Badminton,Badminton Women's Singles,HKG,1992,No medal,1
Wong Lap,Badminton,Badminton Men's Singles,HKG,1992,No medal,1
Worku Bikila,Athletics,"Athletics Men's 5,000 metres",ETH,1992,No medal,1
Wouter Pelt,Hockey,Hockey Men's Hockey,NED,1992,No medal,16
Wu Cheung,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,HKG,1992,No medal,4
Wu Cheung,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,HKG,1992,No medal,4
Wu Cheung,Swimming,Swimming Men's 50 metres Freestyle,HKG,1992,No medal,1
Wu Dan,Volleyball,Volleyball Women's Volleyball,CHN,1992,No medal,12
Wu Mei-ling,Judo,Judo Women's Middleweight,TPE,1992,No medal,1
Wu Qinglong,Basketball,Basketball Men's Basketball,CHN,1992,No medal,12
Wu Shih-hsin,Baseball,Baseball Men's Baseball,TPE,1992,Silver,1
Wu Wenkai,Badminton,Badminton Men's Singles,CHN,1992,No medal,1
Wu Yao,Fencing,"Fencing Men's Foil, Individual",HKG,1992,No medal,1
Wyatt Jones,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",USA,1992,No medal,2
Wyndell Dickinson,Athletics,Athletics Men's 200 metres,ISV,1992,No medal,1
Wyndell Dickinson,Athletics,Athletics Men's 4 x 100 metres Relay,ISV,1992,No medal,4
Xavier Bouvier,Shooting,Shooting Mixed Trap,SUI,1992,No medal,1
Xavier Font,Cycling,"Cycling Men's Road Race, Individual",AND,1992,No medal,1
Xavier Forner,Baseball,Baseball Men's Baseball,ESP,1992,No medal,1
Xavier Quibus,Baseball,Baseball Men's Baseball,ESP,1992,No medal,1
Xavier Rohart,Sailing,Sailing Men's One Person Dinghy,FRA,1992,No medal,1
Xavier Torrente,Hockey,Hockey Men's Hockey,ESP,1992,No medal,16
Xeno Mller,Rowing,Rowing Men's Single Sculls,SUI,1992,No medal,1
Xia Jiaping,Tennis,Tennis Men's Doubles,CHN,1992,No medal,2
Xiao Aihua,Fencing,"Fencing Women's Foil, Individual",CHN,1992,No medal,1
Xiao Aihua,Fencing,"Fencing Women's Foil, Team",CHN,1992,No medal,5
Xiao Yehua,Athletics,Athletics Women's 100 metres,CHN,1992,No medal,1
Xiao Yehua,Athletics,Athletics Women's 4 x 100 metres Relay,CHN,1992,No medal,4
Xiao-Ming Wang-drchou,Table Tennis,Table Tennis Women's Doubles,FRA,1992,No medal,2
Xiao-Ming Wang-drchou,Table Tennis,Table Tennis Women's Singles,FRA,1992,No medal,1
Xie Jun,Swimming,Swimming Men's 100 metres Freestyle,CHN,1992,No medal,1
Xie Jun,Swimming,Swimming Men's 200 metres Freestyle,CHN,1992,No medal,1
Xie Jun,Swimming,Swimming Men's 4 x 100 metres Medley Relay,CHN,1992,No medal,4
Ximena Gaviria,Athletics,Athletics Women's 400 metres,COL,1992,Bronze,1
Xiomara Mahon,Judo,Judo Women's Half-Middleweight,VEN,1992,No medal,1
Xiong Ni,Diving,Diving Men's Platform,CHN,1992,Bronze,1
Xolile Yawa,Athletics,"Athletics Men's 10,000 metres",RSA,1992,No medal,1
Xu Demei,Athletics,Athletics Women's Javelin Throw,CHN,1992,No medal,1
Xu Haifeng,Shooting,"Shooting Men's Air Pistol, 10 metres",CHN,1992,No medal,1
Xu Haifeng,Shooting,"Shooting Men's Free Pistol, 50 metres",CHN,1992,No medal,1
Xu Wuling,Rowing,Rowing Men's Coxed Eights,CHN,1992,No medal,9
Xu Wuling,Rowing,Rowing Men's Coxed Fours,CHN,1992,No medal,5
Xu Yang,Athletics,Athletics Men's High Jump,CHN,1992,No medal,1
Xu Yanhua,Shooting,"Shooting Women's Air Rifle, 10 metres",CHN,1992,No medal,1
Yacine Mousli,Athletics,Athletics Men's High Jump,ALG,1992,No medal,1
Yacine Sheikh,Boxing,Boxing Men's Flyweight,ALG,1992,No medal,1
Yael Arad,Judo,Judo Women's Half-Middleweight,ISR,1992,Silver,1
Yahia Gregni,Judo,Judo Men's Half-Middleweight,LBA,1992,No medal,1
Yahia Mufarrih,Judo,Judo Men's Middleweight,YEM,1992,No medal,1
Yair Nathan,Table Tennis,Table Tennis Men's Doubles,PER,1992,No medal,2
Yair Nathan,Table Tennis,Table Tennis Men's Singles,PER,1992,No medal,1
Yakov Tolstikov,Athletics,Athletics Men's Marathon,EUN,1992,No medal,1
Yamil Caldern,Basketball,Basketball Women's Basketball,CUB,1992,No medal,12
Yan Ming,Swimming,Swimming Women's 400 metres Freestyle,CHN,1992,No medal,1
Yan Ming,Swimming,Swimming Women's 400 metres Individual Medley,CHN,1992,No medal,1
Yan Ming,Swimming,Swimming Women's 800 metres Freestyle,CHN,1992,No medal,1
Yang Bo,Gymnastics,Gymnastics Women's Balance Beam,CHN,1992,No medal,1
Yang Bo,Gymnastics,Gymnastics Women's Floor Exercise,CHN,1992,No medal,1
Yang Bo,Gymnastics,Gymnastics Women's Horse Vault,CHN,1992,No medal,1
Yang Bo,Gymnastics,Gymnastics Women's Individual All-Around,CHN,1992,No medal,1
Yang Bo,Gymnastics,Gymnastics Women's Team All-Around,CHN,1992,No medal,6
Yang Bo,Gymnastics,Gymnastics Women's Uneven Bars,CHN,1992,No medal,1
Yang Hong,Rowing,Rowing Women's Quadruple Sculls,CHN,1992,No medal,4
Yang Hye-suk,Hockey,Hockey Women's Hockey,KOR,1992,No medal,16
Yang Jong-ok,Judo,Judo Men's Middleweight,KOR,1992,No medal,1
Yang Juan,Athletics,Athletics Women's Long Jump,CHN,1992,No medal,1
Yang Wenyi,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,CHN,1992,Silver,5
Yang Wenyi,Swimming,Swimming Women's 50 metres Freestyle,CHN,1992,Gold,1
Yang Zhen,Fencing,"Fencing Men's Sabre, Individual",CHN,1992,No medal,1
Yang Zhen,Fencing,"Fencing Men's Sabre, Team",CHN,1992,No medal,5
Yanina Martn,Fencing,"Fencing Women's Foil, Individual",ARG,1992,No medal,1
Yannick Adde,Sailing,Sailing Mixed Two Person Keelboat,FRA,1992,No medal,1
Yannick Fabrique,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,FRA,1992,No medal,4
Yannick Fabrique,Swimming,Swimming Men's 400 metres Freestyle,FRA,1992,No medal,1
Yannick Quentrec,Athletics,Athletics Men's 4 x 400 metres Relay,FRA,1992,No medal,4
Yannick Schulte,Rowing,Rowing Men's Coxed Fours,FRA,1992,No medal,5
Yao Fen,Badminton,Badminton Women's Doubles,CHN,1992,Bronze,2
Yao Jianzhong,Rowing,Rowing Men's Coxed Eights,CHN,1992,No medal,9
Yari Allnutt,Football,Football Men's Football,USA,1992,No medal,17
Yasen Borisov,Badminton,Badminton Men's Doubles,BUL,1992,No medal,2
Yasen Borisov,Badminton,Badminton Men's Singles,BUL,1992,No medal,1
Yasmin (-waterman),Rowing,Rowing Women's Coxed Eights,USA,1992,No medal,9
Yasser Mahmoud,Handball,Handball Men's Handball,EGY,1992,No medal,14
Yasser Rayan,Football,Football Men's Football,EGY,1992,No medal,17
Yasuharu Fujiwara,Sailing,Sailing Mixed Three Person Keelboat,JPN,1992,No medal,3
Yasuhiro Ando,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",JPN,1992,No medal,4
Yasuhiro Kai,Judo,Judo Men's Half-Heavyweight,JPN,1992,No medal,1
Yasuhiro Sato,Baseball,Baseball Men's Baseball,JPN,1992,Bronze,1
Yasuhiro Vandewalle,Swimming,Swimming Men's 100 metres Backstroke,BEL,1992,No medal,1
Yasuhiro Vandewalle,Swimming,Swimming Men's 200 metres Backstroke,BEL,1992,No medal,1
Yasuhiro Vandewalle,Swimming,Swimming Men's 4 x 100 metres Medley Relay,BEL,1992,No medal,4
Yasunori Takami,Baseball,Baseball Men's Baseball,JPN,1992,Bronze,1
Yasunori Tanabe,Rowing,Rowing Men's Coxed Eights,JPN,1992,No medal,9
Yasutoshi Moriyama,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",JPN,1992,No medal,1
Yaw Preko,Football,Football Men's Football,GHA,1992,Bronze,20
Ye Chong,Fencing,"Fencing Men's Foil, Individual",CHN,1992,No medal,1
Ye Chong,Fencing,"Fencing Men's Foil, Team",CHN,1992,No medal,5
Ye Lin,Fencing,"Fencing Women's Foil, Team",CHN,1992,No medal,5
Yehia Khaled,Football,Football Men's Football,EGY,1992,No medal,17
Yekaterina (poryvkina-),Athletics,"Athletics Women's 1,500 metres",EUN,1992,No medal,1
Yekaterina Khodotovich-karsten,Rowing,Rowing Women's Quadruple Sculls,EUN,1992,Bronze,4
Yekaterina Kotko,Rowing,Rowing Women's Coxed Eights,EUN,1992,No medal,9
Yelena (-burgeman),Athletics,Athletics Women's Javelin Throw,EUN,1992,No medal,1
Yelena (-kuznetsova),Swimming,Swimming Women's 200 metres Freestyle,EUN,1992,No medal,1
Yelena (-kuznetsova),Swimming,Swimming Women's 200 metres Individual Medley,EUN,1992,No medal,1
Yelena (-kuznetsova),Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,EUN,1992,No medal,5
Yelena (ksenzhik-),Basketball,Basketball Women's Basketball,EUN,1992,Gold,12
Yelena (kuznetsova-),Athletics,Athletics Women's 10 kilometres Walk,EUN,1992,Silver,1
Yelena (malykina-),Athletics,"Athletics Women's 3,000 metres",EUN,1992,Gold,1
Yelena (rykunova-),Athletics,Athletics Women's 4 x 400 metres Relay,EUN,1992,Gold,6
Yelena (rykunova-),Athletics,Athletics Women's 400 metres,EUN,1992,No medal,1
Yelena Baranova,Basketball,Basketball Women's Basketball,EUN,1992,Gold,12
Yelena Batukhtina-tyurina,Volleyball,Volleyball Women's Volleyball,EUN,1992,Silver,8
Yelena Besova,Judo,Judo Women's Half-Heavyweight,EUN,1992,No medal,1
Yelena Dolzhenko,Synchronized Swimming,Synchronized Swimming Women's Solo,EUN,1992,No medal,1
Yelena Glikina,Fencing,"Fencing Women's Foil, Individual",EUN,1992,No medal,1
Yelena Glikina,Fencing,"Fencing Women's Foil, Team",EUN,1992,No medal,5
